sku,mpn,name,product_websites,attribute_set_code,product_type,storage,condition,categories,price,qty,is_in_stock,description,short_description,weight,visibility,tax_class_name,meta_title,meta_description,meta_keyword,image,small_image,thumbnail,brand,hard_drive_interface,hard_drive_capacity,hard_drive_speed,hard_drive_form_factor,hard_drive_cache,errors
btd-035211,9SM260-151,9SM260-151 Seagate Constellation ES.2 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,159.27,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Seagate</li><li><strong>Manufacturer Part # :</strong> 9SM260-151</li><li><strong>Product Line :</strong> Constellation</li><li><strong>Product Series :</strong> ES.2</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Average Seek Time :</strong> 8.5 ms</li><li><strong>Drive Interface Type :</strong> SAS 6.0 Gbps</li><li><strong>Features :</strong> 24x7 OperationQuiet OperationRotational Vibration Tolerance</li></ul>",<ul> <li><strong>Part No. :</strong> 9SM260-151</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Seagate</li> ,,"Catalog, Search",Taxable Goods,9SM260-151 Seagate Constellation ES.2 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035211.jpeg,btd-035211.jpeg,btd-035211.jpeg,Seagate,SAS 6.0 Gbps,3 TB,7200 RPM,3.5-inch,64 MB,
btd-035212,ST3000NM0033-B2,ST3000NM0033-B2 Seagate Constellation ES.3 3TB 7200RPM SATA 6Gbps 128MB Cache (512n) 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,115.24,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Seagate</li><li><strong>Manufacturer Part # :</strong> ST3000NM0033-B2</li><li><strong>Product Line :</strong> Constellation</li><li><strong>Product Series :</strong> ES.3</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 128 MB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Average Seek Time :</strong> 8.5 ms</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li><li><strong>Features :</strong> Native Command QueueingPerpendicular Recording TechnologyOn-the-fly Error-correction Algorithms</li></ul>",<ul> <li><strong>Part No. :</strong> ST3000NM0033-B2</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Seagate</li> ,,"Catalog, Search",Taxable Goods,ST3000NM0033-B2 Seagate Constellation ES.3 3TB 7200RPM SATA 6Gbps 128MB Cache (512n) 3.5-inch Internal Hard Drive,,,btd-035212.jpeg,btd-035212.jpeg,btd-035212.jpeg,Seagate,SATA 6.0 Gbps,3 TB,7200 RPM,3.5-inch,128 MB,
btd-035213,9SM160-036,9SM160-036 Seagate Constellation ES.2 3TB 7200RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,235.70,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Seagate</li><li><strong>Manufacturer Part # :</strong> 9SM160-036</li><li><strong>Product Line :</strong> Constellation</li><li><strong>Product Series :</strong> ES.2</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Average Seek Time :</strong> 8.5 ms</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li><li><strong>Features :</strong> Native Command Queuing (NCQ)On-the-fly Error-correction AlgorithmsPerpendicular Magnetic Recording (PMR)</li></ul>",<ul> <li><strong>Part No. :</strong> 9SM160-036</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Seagate</li> ,,"Catalog, Search",Taxable Goods,9SM160-036 Seagate Constellation ES.2 3TB 7200RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035213.jpeg,btd-035213.jpeg,btd-035213.jpeg,Seagate,SATA 6.0 Gbps,3 TB,7200 RPM,3.5-inch,64 MB,
btd-035214,9SM260-175,9SM260-175 Seagate Constellation ES.2 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,172.16,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Seagate</li><li><strong>Manufacturer Part # :</strong> 9SM260-175</li><li><strong>Product Line :</strong> Constellation</li><li><strong>Product Series :</strong> ES.2</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Average Seek Time :</strong> 8.5 ms</li><li><strong>Drive Interface Type :</strong> SAS 6.0 Gbps</li><li><strong>Features :</strong> 24x7 OperationQuiet OperationRotational Vibration Tolerance</li></ul>",<ul> <li><strong>Part No. :</strong> 9SM260-175</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Seagate</li> ,,"Catalog, Search",Taxable Goods,9SM260-175 Seagate Constellation ES.2 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035214.jpeg,btd-035214.jpeg,btd-035214.jpeg,Seagate,SAS 6.0 Gbps,3 TB,7200 RPM,3.5-inch,64 MB,
btd-035215,WDBMMA0030HNC-ERSN,WDBMMA0030HNC-ERSN Western Digital Network 3TB 5400RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,256.70,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Western Digital</li><li><strong>Manufacturer Part # :</strong> WDBMMA0030HNC-ERSN</li><li><strong>Product Line :</strong> Network</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 5400 RPM</li><li><strong>Average Seek Time :</strong> 14 ms</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li><li><strong>Features :</strong> Cool Operation24/7 Operational Reliability</li></ul>",<ul> <li><strong>Part No. :</strong> WDBMMA0030HNC-ERSN</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Western Digital</li> ,,"Catalog, Search",Taxable Goods,WDBMMA0030HNC-ERSN Western Digital Network 3TB 5400RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035215.jpeg,btd-035215.jpeg,btd-035215.jpeg,Western Digital,SATA 6.0 Gbps,3 TB,5400 RPM,3.5-inch,64 MB,
btd-035216,721102-001,721102-001 HPE 3TB 7200RPM SATA 6Gbps Midline 3.5-inch Internal Hard Drive with Smart Carrier,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,848.34,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> HP</li><li><strong>Manufacturer Part # :</strong> 721102-001</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li></ul>",<ul> <li><strong>Part No. :</strong> 721102-001</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> HP</li> ,,"Catalog, Search",Taxable Goods,721102-001 HPE 3TB 7200RPM SATA 6Gbps Midline 3.5-inch Internal Hard Drive with Smart Carrier,,,btd-035216.jpeg,btd-035216.jpeg,btd-035216.jpeg,HP,SATA 6.0 Gbps,3 TB,7200 RPM,3.5-inch,,
btd-035217,652755-003,652755-003 HP 3TB 7200RPM SAS 6Gbps Dual Port Midline Hot Swap 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,91.01,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> HP</li><li><strong>Manufacturer Part # :</strong> 652755-003</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Drive Interface Type :</strong> SAS 6.0 Gbps</li></ul>",<ul> <li><strong>Part No. :</strong> 652755-003</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> HP</li> ,,"Catalog, Search",Taxable Goods,652755-003 HP 3TB 7200RPM SAS 6Gbps Dual Port Midline Hot Swap 3.5-inch Internal Hard Drive,,,btd-035217.jpeg,btd-035217.jpeg,btd-035217.jpeg,HP,SAS 6.0 Gbps,3 TB,7200 RPM,3.5-inch,,
btd-035218,X4WMK,X4WMK Dell 3TB 7200RPM SAS 6Gbps 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,97.32,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Dell</li><li><strong>Manufacturer Part # :</strong> X4WMK</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Drive Interface Type :</strong> SAS 6.0 Gbps</li></ul>",<ul> <li><strong>Part No. :</strong> X4WMK</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Dell</li> ,,"Catalog, Search",Taxable Goods,X4WMK Dell 3TB 7200RPM SAS 6Gbps 3.5-inch Internal Hard Drive,,,btd-035218.jpeg,btd-035218.jpeg,btd-035218.jpeg,Dell,SAS 6.0 Gbps,3 TB,7200 RPM,3.5-inch,,
btd-035219,WD30EZRX-60MMMB0,WD30EZRX-60MMMB0 Western Digital Caviar Green 3TB 5400RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,229.02,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Western Digital</li><li><strong>Manufacturer Part # :</strong> WD30EZRX-60MMMB0</li><li><strong>Product Line :</strong> Caviar</li><li><strong>Product Series :</strong> Green</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 5400 RPM</li><li><strong>Average Seek Time :</strong> 14 ms</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li><li><strong>Features :</strong> Advanced Format (AF)Low Power ConsumptionIntelliSeek TechnologyIntelliPower TechnologyCool and Quiet OperationNoTouch Ramp Load Technology</li></ul>",<ul> <li><strong>Part No. :</strong> WD30EZRX-60MMMB0</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Western Digital</li> ,,"Catalog, Search",Taxable Goods,WD30EZRX-60MMMB0 Western Digital Caviar Green 3TB 5400RPM SATA 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035219.jpeg,btd-035219.jpeg,btd-035219.jpeg,Western Digital,SATA 6.0 Gbps,3 TB,5400 RPM,3.5-inch,64 MB,
btd-035220,815660-001,815660-001 HPE 3TB 7200RPM SATA 6Gbps (512e) 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,393.11,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> HP</li><li><strong>Manufacturer Part # :</strong> 815660-001</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Drive Interface Type :</strong> SATA 6.0 Gbps</li></ul>",<ul> <li><strong>Part No. :</strong> 815660-001</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> HP</li> ,,"Catalog, Search",Taxable Goods,815660-001 HPE 3TB 7200RPM SATA 6Gbps (512e) 3.5-inch Internal Hard Drive,,,btd-035220.jpeg,btd-035220.jpeg,btd-035220.jpeg,HP,SATA 6.0 Gbps,3 TB,7200 RPM,3.5-inch,,
btd-035221,HDEPC04GEA51,HDEPC04GEA51 Toshiba Enterprise Capacity 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,base,Default,simple,,Used,Default Category/Hard Drives/HDD by Capacity/Laptop/Desktop Capacities - 3TB HDD,97.32,5,1,"Specifications:
 <ul><li><strong>Manufacturer :</strong> Toshiba</li><li><strong>Manufacturer Part # :</strong> HDEPC04GEA51</li><li><strong>Product Line :</strong> Enterprise Capacity</li><li><strong>Product Type :</strong> Internal Hard Drive</li><li><strong>Form Factor :</strong> 3.5-inch</li><li><strong>Capacity :</strong> 3 TB</li><li><strong>Cache :</strong> 64 MB</li><li><strong>Spindle Speed :</strong> 7200 RPM</li><li><strong>Average Seek Time :</strong> 8.5 ms</li><li><strong>Drive Interface Type :</strong> SAS 6.0 Gbps</li></ul>",<ul> <li><strong>Part No. :</strong> HDEPC04GEA51</li>   <li><strong>Product Type:</strong> hard_drive</li>  <li><strong>Brand :</strong> Toshiba</li> ,,"Catalog, Search",Taxable Goods,HDEPC04GEA51 Toshiba Enterprise Capacity 3TB 7200RPM SAS 6Gbps 64MB Cache 3.5-inch Internal Hard Drive,,,btd-035221.jpeg,btd-035221.jpeg,btd-035221.jpeg,Toshiba,SAS 6.0 Gbps,3 TB,7200 RPM,3.5-inch,64 MB,
